product_id,product_name,category,subcategory,brand,list_price
P00366,Sacs SportyCo 00366,Accessoires,Sacs,SportyCo,100.46
P00367,Jeans BelleVie 00367,Vêtements,Jeans,BelleVie,119.05
P00368,Cuisine SportyCo 00368,Maison,Cuisine,SportyCo,41.84
P00369,Casquettes BelleVie 00369,Accessoires,Casquettes,BelleVie,67.23
P00370,Sacs Maison+ 00370,Accessoires,Sacs,Maison+,19.23
P00371,Pulls BelleVie 00371,Vêtements,Pulls,BelleVie,44.84
P00372,Déco Maison+ 00372,Maison,Déco,Maison+,27.32
P00373,Sandales Maison+ 00373,Chaussures,Sandales,Maison+,175.32
P00374,Parfum SportyCo 00374,Beauté,Parfum,SportyCo,80.3
P00375,Robes SportyCo 00375,Vêtements,Robes,SportyCo,54.55
P00376,Ceintures SportyCo 00376,Accessoires,Ceintures,SportyCo,23.08
P00377,Makeup Maison+ 00377,Beauté,Makeup,Maison+,9.86
P00378,Ceintures UrbanLine 00378,Accessoires,Ceintures,UrbanLine,57.84
P00379,Parfum UrbanLine 00379,Beauté,Parfum,UrbanLine,110.0
P00380,Sneakers Maison+ 00380,Chaussures,Sneakers,Maison+,157.44
P00381,Pulls SportyCo 00381,Vêtements,Pulls,SportyCo,102.69
P00382,Déco Maison+ 00382,Maison,Déco,Maison+,176.76
P00383,Déco SportyCo 00383,Maison,Déco,SportyCo,82.82
P00384,Bottes SportyCo 00384,Chaussures,Bottes,SportyCo,152.31
P00385,Ville OmniBasics 00385,Chaussures,Ville,OmniBasics,94.57
P00386,Ville SportyCo 00386,Chaussures,Ville,SportyCo,76.31
P00387,Parfum SportyCo 00387,Beauté,Parfum,SportyCo,32.4
P00388,Parfum Maison+ 00388,Beauté,Parfum,Maison+,77.19
P00389,Textile BelleVie 00389,Maison,Textile,BelleVie,156.65
P00390,Makeup SportyCo 00390,Beauté,Makeup,SportyCo,50.7
P00391,Bottes SportyCo 00391,Chaussures,Bottes,SportyCo,55.07
P00392,Sacs BelleVie 00392,Accessoires,Sacs,BelleVie,132.38
P00393,Déco SportyCo 00393,Maison,Déco,SportyCo,172.02
P00394,Sacs UrbanLine 00394,Accessoires,Sacs,UrbanLine,48.19
P00395,Déco BelleVie 00395,Maison,Déco,BelleVie,29.24
P00396,Ville Maison+ 00396,Chaussures,Ville,Maison+,169.92
P00397,Parfum BelleVie 00397,Beauté,Parfum,BelleVie,59.2
P00398,Ville OmniBasics 00398,Chaussures,Ville,OmniBasics,89.36
P00399,Robes OmniBasics 00399,Vêtements,Robes,OmniBasics,103.11
P00400,Ceintures UrbanLine 00400,Accessoires,Ceintures,UrbanLine,15.36
P00401,Makeup UrbanLine 00401,Beauté,Makeup,UrbanLine,85.4
P00402,Skincare SportyCo 00402,Beauté,Skincare,SportyCo,8.54
P00403,T-shirts Maison+ 00403,Vêtements,T-shirts,Maison+,37.64
P00404,Ville OmniBasics 00404,Chaussures,Ville,OmniBasics,147.55
P00405,Sandales OmniBasics 00405,Chaussures,Sandales,OmniBasics,41.92
P00406,Makeup SportyCo 00406,Beauté,Makeup,SportyCo,54.63
P00407,Manteaux SportyCo 00407,Vêtements,Manteaux,SportyCo,71.29
P00408,Cuisine UrbanLine 00408,Maison,Cuisine,UrbanLine,147.09
P00409,Bijoux OmniBasics 00409,Accessoires,Bijoux,OmniBasics,96.07
P00410,Ville UrbanLine 00410,Chaussures,Ville,UrbanLine,131.33
P00411,Pulls Maison+ 00411,Vêtements,Pulls,Maison+,22.11
P00412,Cuisine SportyCo 00412,Maison,Cuisine,SportyCo,159.85
P00413,Cuisine OmniBasics 00413,Maison,Cuisine,OmniBasics,85.41
P00414,Parfum BelleVie 00414,Beauté,Parfum,BelleVie,108.07
P00415,Sacs Maison+ 00415,Accessoires,Sacs,Maison+,120.39
P00416,Ceintures OmniBasics 00416,Accessoires,Ceintures,OmniBasics,118.01
P00417,Ceintures OmniBasics 00417,Accessoires,Ceintures,OmniBasics,59.32
P00418,Ceintures BelleVie 00418,Accessoires,Ceintures,BelleVie,147.31
P00419,Makeup UrbanLine 00419,Beauté,Makeup,UrbanLine,90.77
P00420,Chemises BelleVie 00420,Vêtements,Chemises,BelleVie,18.88
P00421,Sneakers UrbanLine 00421,Chaussures,Sneakers,UrbanLine,163.44
P00422,Casquettes SportyCo 00422,Accessoires,Casquettes,SportyCo,65.75
P00423,Textile Maison+ 00423,Maison,Textile,Maison+,18.88
P00424,Sandales Maison+ 00424,Chaussures,Sandales,Maison+,160.01
P00425,Chemises Maison+ 00425,Vêtements,Chemises,Maison+,43.69
P00426,Bijoux BelleVie 00426,Accessoires,Bijoux,BelleVie,114.06
P00427,Skincare UrbanLine 00427,Beauté,Skincare,UrbanLine,58.61
P00428,Skincare SportyCo 00428,Beauté,Skincare,SportyCo,35.21
P00429,Chemises BelleVie 00429,Vêtements,Chemises,BelleVie,23.29
P00430,Déco SportyCo 00430,Maison,Déco,SportyCo,67.23
P00431,T-shirts Maison+ 00431,Vêtements,T-shirts,Maison+,84.4
P00432,Bijoux SportyCo 00432,Accessoires,Bijoux,SportyCo,110.47
P00433,Ville Maison+ 00433,Chaussures,Ville,Maison+,99.83
P00434,Bijoux Maison+ 00434,Accessoires,Bijoux,Maison+,99.53
P00435,T-shirts BelleVie 00435,Vêtements,T-shirts,BelleVie,53.15
P00436,Sneakers UrbanLine 00436,Chaussures,Sneakers,UrbanLine,158.06
P00437,Parfum UrbanLine 00437,Beauté,Parfum,UrbanLine,14.86
P00438,Casquettes BelleVie 00438,Accessoires,Casquettes,BelleVie,142.93
P00439,Pulls UrbanLine 00439,Vêtements,Pulls,UrbanLine,86.3
P00440,Casquettes BelleVie 00440,Accessoires,Casquettes,BelleVie,116.83
P00441,Déco SportyCo 00441,Maison,Déco,SportyCo,80.99
P00442,Casquettes UrbanLine 00442,Accessoires,Casquettes,UrbanLine,144.47
P00443,Chemises UrbanLine 00443,Vêtements,Chemises,UrbanLine,67.4
P00444,Makeup OmniBasics 00444,Beauté,Makeup,OmniBasics,34.7
P00445,Bijoux UrbanLine 00445,Accessoires,Bijoux,UrbanLine,149.49
P00446,Bijoux UrbanLine 00446,Accessoires,Bijoux,UrbanLine,27.17
P00447,Manteaux UrbanLine 00447,Vêtements,Manteaux,UrbanLine,109.36
P00448,Parfum Maison+ 00448,Beauté,Parfum,Maison+,76.12
P00449,Pulls SportyCo 00449,Vêtements,Pulls,SportyCo,45.49
P00450,Ceintures UrbanLine 00450,Accessoires,Ceintures,UrbanLine,121.12
